name,yahoo_ticker,isin,country,exchange,sector,enabled
5E Advanced Materials Inc,FEAM,US33830Q1094,US,NASDAQ,,true
Fenbo Holdings Limited Ordinary Shares,FEBO,KYG3413G1029,US,NASDAQ,,true
ENvue Medical Inc.,FEED,US63008J8844,US,NASDAQ,,true
Frequency Electronics Inc,FEIM,US3580101067,US,NASDAQ,,true
Franklin Electric Co Inc,FELE,US3535141028,US,NASDAQ,,true
Femasys Inc,FEMY,US31447E1055,US,NASDAQ,,true
Fennec Pharmaceuticals Inc,FENC,CA31447P1009,US,NASDAQ,,true
Ferrovial SE,FER,NL0015001FS8,US,NASDAQ,,true
Fifth Era Acquisition Corp I Class A Ordinary Shares,FERA,KYG3415K1278,US,NASDAQ,,true
Fifth Era Acquisition Corp I Rights,FERAR,KYG3415K1351,US,NASDAQ,,true
Fifth Era Acquisition Corp I Units,FERAU,KYG3415K1278,US,NASDAQ,,true
Fintech Ecosystem Development Corp,FEXD,US3181361086,US,NASDAQ,,true
Faraday Future Intelligent Electric Inc.,FFAI,US3073598852,US,NASDAQ,,true
First Financial Bancorp,FFBC,US3202091092,US,NASDAQ,Financials,true
First Financial Bankshares Inc,FFIN,US32020R1095,US,NASDAQ,Financials,true
F5 Networks Inc,FFIV,US3156161024,US,NASDAQ,Technology,true
"First Guaranty Bancshares, Inc.",FGBI,US32043P1066,US,NASDAQ,,true
FGI Industries Ltd,FGI,KYG3302D1034,US,NASDAQ,,true
FG Imperii Acquisition Corp. Class A Ordinary Shares,FGII,KYG3R41C1020,US,NASDAQ,,true
Founder Group Limited Ordinary Shares,FGL,VGG3662E1051,US,NASDAQ,,true
FG Merger II Corp. Common stock,FGMC,US30334J1025,US,NASDAQ,,true
FG Merger II Corp. Rights,FGMCR,US30334J2015,US,NASDAQ,,true
Fundamental Global Inc.,FGNX,US30329Y3045,US,NASDAQ,,true
Fundamental Global Inc.,FGNXP,,US,NASDAQ,,true
First Hawaiian Inc,FHB,US32051X1081,US,NASDAQ,Financials,true
Foghorn Therapeutics Inc,FHTX,US3441741077,US,NASDAQ,,true
First Interstate BancSystem Inc,FIBK,US32055Y2019,US,NASDAQ,Financials,true
"FiEE, Inc.",FIEE,US90274D2348,US,NASDAQ,,true
"Figure Technology Solutions, Inc. Class A Common Stock",FIGR,US3493811034,US,NASDAQ,,true
FIGX Capital Acquisition Corp. Class A Ordinary Share,FIGX,KYG3473K1004,US,NASDAQ,,true
Finwise Bancorp,FINW,US31813A1097,US,NASDAQ,,true
FTAI Infrastructure Inc.,FIP,US35953C1062,US,NASDAQ,Industrials,true
Financial Institutions Inc,FISI,US3175854047,US,NASDAQ,,true
"Fiserv, Inc.",FISV,US3377381088,US,NASDAQ,Technology,true
Fifth Third Bancorp,FITB,US3167731005,US,NASDAQ,Financials,true
FITB-P-A,FITB-P-A,,US,NASDAQ,,true
FITB-P-I,FITB-P-I,,US,NASDAQ,,true
FITB-P-K,FITB-P-K,,US,NASDAQ,,true
FITB-P-M,FITB-P-M,,US,NASDAQ,,true
"Fifth Third Bancorp Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series M",FITBM,,US,NASDAQ,,true
Five Below Inc,FIVE,US33829M1018,US,NASDAQ,Consumer Discretionary,true
Five9 Inc,FIVN,US3383071012,US,NASDAQ,Technology,true
National Beverage Corp,FIZZ,US6350171061,US,NASDAQ,Consumer Staples,true
Franklin Wireless Corp,FKWL,US3551841022,US,NASDAQ,,true
"Fold Holdings, Inc. Class A Common Stock",FLD,US34422L1098,US,NASDAQ,,true
Flex Ltd,FLEX,SG9999000020,US,NASDAQ,Technology,true
Fulgent Genetics Inc,FLGT,US3596641098,US,NASDAQ,,true
Full House Resorts Inc,FLL,US3596781092,US,NASDAQ,,true
"Filana Therapeutics, Inc.",FLNA,,US,NASDAQ,,true
Fluence Energy Inc,FLNC,US34379V1035,US,NASDAQ,Utilities,true
Fluent Inc,FLNT,US34380C1027,US,NASDAQ,,true
Flux Power Holdings Inc,FLUX,US3440573026,US,NASDAQ,,true
1-800 FLOWERS.COM Inc,FLWS,US68243Q1067,US,NASDAQ,,true
BingEx Ltd,FLX,US0903371062,US,NASDAQ,,true
Flexsteel Industries Inc,FLXS,US3393821034,US,NASDAQ,,true
Firefly Aerospace Inc. Common Stock,FLY,US31816X1063,US,NASDAQ,Industrials,true
"Fly-E Group, Inc. Common Stock",FLYE,US3439271095,US,NASDAQ,,true
Flywire Corp,FLYW,US3024921039,US,NASDAQ,Technology,true
"Flash Sports & Media Holdings, Inc.",FLZH,US91704K3014,US,NASDAQ,,true
Future Money Acquisition Corporation Rights,FMACR,KYG3700S1167,US,NASDAQ,,true
Farmers & Merchants Bancorp Inc,FMAO,US30779N1054,US,NASDAQ,,true
First Mid Illinois Bancshares Inc,FMBH,US3208661062,US,NASDAQ,,true
Kandal M Venture Limited Class A Ordinary Shares,FMFC,KYG5225N1007,US,NASDAQ,,true
Farmers National Banc Corp,FMNB,US3096271073,US,NASDAQ,Financials,true
Foremost Lithium Resource & Technology Ltd. Common stock,FMST,CA3455102002,US,NASDAQ,,true
FingerMotion Inc,FNGR,US31788K1088,US,NASDAQ,,true
Funko Inc,FNKO,US3610081057,US,NASDAQ,Consumer Discretionary,true
First Bancorp Inc,FNLC,US31866P1021,US,NASDAQ,,true
First Northern Community Bancorp Common stock,FNRN,US3359251036,US,NASDAQ,,true
Frontier Nuclear and Minerals Inc.,FNUC,CA3591341035,US,NASDAQ,,true
First Northwest Bancorp,FNWB,US3358341077,US,NASDAQ,,true
Finward Bancorp,FNWD,US31812F1093,US,NASDAQ,,true
EDAP TMS S.A.,FOCL,,US,NASDAQ,,true
"Hang Feng Technology Innovation Co., Ltd.",FOFO,KYG4290G1082,US,NASDAQ,,true
Forian Inc,FORA,US34630N1063,US,NASDAQ,,true
Four Leaf Acquisition Corporation Class A Common Stock,FORL,US35088F1075,US,NASDAQ,,true
FormFactor Inc,FORM,US3463751087,US,NASDAQ,Technology,true
Forrester Research Inc,FORR,US3465631097,US,NASDAQ,,true
Formula Systems 1985 Ltd ADR,FORTY,US3464141056,US,NASDAQ,,true
Fossil Group Inc,FOSL,US34988V1061,US,NASDAQ,Consumer Discretionary,true
Fox Corp Class B,FOX,US35137L2043,US,NASDAQ,Communication Services,true
Fox Corp Class A,FOXA,US35137L1052,US,NASDAQ,Communication Services,true
Fox Factory Holding Corp,FOXF,US35138V1026,US,NASDAQ,Consumer Discretionary,true
Foxx Development Holdings Inc.,FOXX,US3516651045,US,NASDAQ,,true
FlexShopper Inc.,FPAYQ,US33939J3032,US,NASDAQ,,true
Franklin Financial Services Corp,FRAF,US3535251082,US,NASDAQ,,true
First Bank,FRBA,US31931U1025,US,NASDAQ,,true
"Forbright, Inc. Class A Common Stock",FRBT,US34520K1051,US,NASDAQ,,true
Friedman Industries Inc. Common Stock,FRD,US3584351056,US,NASDAQ,,true
Freight Technologies Inc,FRGT,VGG514131058,US,NASDAQ,,true
Freedom Holding Corp,FRHC,US3563901046,US,NASDAQ,,true
First Merchants Corporation,FRME,US3208171096,US,NASDAQ,Financials,true
First Merchants Corporation Depository Shares,FRMEP,US3208172086,US,NASDAQ,,true
Fermi Inc.,FRMI,US3149111086,US,NASDAQ,Real Estate,true
"Forum Markets, Incorporated",FRMM,US68236V4014,US,NASDAQ,,true
Jfrog Ltd,FROG,IL0011684185,US,NASDAQ,Technology,true
Frp Holdings Ord,FRPH,US30292L1070,US,NASDAQ,,true
Freshpet Inc,FRPT,US3580391056,US,NASDAQ,Consumer Staples,true
Freshworks Inc,FRSH,US3580541049,US,NASDAQ,Technology,true
Primis Financial Corp,FRST,US74167B1098,US,NASDAQ,,true
Foresight Autonomous Holdings Ltd ADR,FRSX,US3455231049,US,NASDAQ,,true
Fervo Energy Company Class A common stock,FRVO,US31556C1062,US,NASDAQ,Energy,true
Five Star Bancorp,FSBC,US33830T1034,US,NASDAQ,,true
FS Bancorp Inc,FSBW,US30263Y1047,US,NASDAQ,,true
First Seacoast Bancorp,FSEA,US33631P1021,US,NASDAQ,,true
Flag Ship Acquisition Corp. Ordinary Shares,FSHP,KYG3530C1096,US,NASDAQ,,true
Flag Ship Acquisition Corp. Right,FSHPR,KYG3530C1179,US,NASDAQ,,true
First Solar Inc,FSLR,US3364331070,US,NASDAQ,,true
"Fastly, Inc. Class A Common Stock",FSLY,US31188V1008,US,NASDAQ,Technology,true
LB Foster Company,FSTR,US3500601097,US,NASDAQ,,true
FirstSun Capital Bancorp Common Stock,FSUN,US33767U1079,US,NASDAQ,Financials,true
FirstService Corp,FSV,CA33767E2024,US,NASDAQ,,true
FTAI Aviation Ltd.,FTAI,KYG3730V1059,US,NASDAQ,Industrials,true
Fortress Transportation and Preferred Series C,FTAIN,US34960P4081,US,NASDAQ,,true
FTC Solar Inc,FTCI,US30320C3016,US,NASDAQ,,true
Frontdoor Inc,FTDR,US35905A1097,US,NASDAQ,,true
Fuel Tech Inc,FTEK,US3595231073,US,NASDAQ,,true
Future Fintech Group Inc,FTFT,US36117V1052,US,NASDAQ,,true
"Faeth Therapeutics, Inc.",FTH,US81728A2078,US,NASDAQ,,true
Fathom Holdings Inc,FTHM,US31189V1098,US,NASDAQ,,true
Futuretech II Acquisition Corp,FTII,US36119D1037,US,NASDAQ,,true
"FitLife Brands, Inc. Common Stock",FTLF,US33817P2074,US,NASDAQ,,true
Fortinet Inc,FTNT,US34959E1091,US,NASDAQ,Technology,true
Fortrea Holdings Inc.,FTRE,US34965K1079,US,NASDAQ,Healthcare,true
FAST TRACK GROUP,FTRK,KYG333801093,US,NASDAQ,,true
BitFuFu Inc. Class A Ordinary Shares,FUFU,KYG1152A1040,US,NASDAQ,,true
Fulcrum Therapeutics Inc,FULC,US3596161097,US,NASDAQ,Healthcare,true
Fulton Financial Corporation,FULT,US3602711000,US,NASDAQ,Financials,true
First United Corporation,FUNC,US33741H1077,US,NASDAQ,,true
Sprott Focus Trust,FUND,US85208J1097,US,NASDAQ,,true
First US Bancshares Inc,FUSB,US33744V1035,US,NASDAQ,,true
Fusemachines Inc. Common stock,FUSE,US36118R1032,US,NASDAQ,,true
Futu Holdings Ltd,FUTU,US36118L1061,US,NASDAQ,,true
Fortress Value Acquisition Corp. V Class A Ordinary Shares,FVAV,KYG3645T1040,US,NASDAQ,,true
FVCBankcorp Inc,FVCB,US36120Q1013,US,NASDAQ,,true
Future Vision II Acquisition Corporation Ordinary shares,FVN,KYG370681069,US,NASDAQ,,true
"Forward Industries, Inc.",FWDI,US3498624093,US,NASDAQ,Technology,true
Liberty Media Corporation Series A Liberty Formula One Common Stock,FWONA,US5312297717,US,NASDAQ,,true
Liberty Media Corporation Series C Liberty Formula One Common Stock,FWONK,US5312297550,US,NASDAQ,Communication Services,true
Forward Air Corporation,FWRD,US34986A1043,US,NASDAQ,Industrials,true
First Watch Restaurant Group Inc,FWRG,US33748L1017,US,NASDAQ,Consumer Discretionary,true
UTime Limited,FXHO,,US,NASDAQ,,true
First National Corp,FXNC,US32106V1070,US,NASDAQ,,true
German American Bancorp Inc,GABC,US3738651047,US,NASDAQ,,true
Gaia Inc,GAIA,US36269P1049,US,NASDAQ,,true
Gladstone Investment Corporation,GAIN,US3765461070,US,NASDAQ,,true
Galectin Therapeutics Inc,GALT,US3632252025,US,NASDAQ,Healthcare,true
Gambling.com Group Ltd,GAMB,JE00BL970N11,US,NASDAQ,,true
GameSquare Holdings Inc.,GAME,US36468G1031,US,NASDAQ,,true
Gain Therapeutics Inc,GANX,US36269B1052,US,NASDAQ,,true
StealthGas Inc,GASS,MHY816691064,US,NASDAQ,,true
Gauzy Ltd. Ordinary Shares,GAUZ,IL0012050121,US,NASDAQ,,true
Golub Capital BDC Inc,GBDC,US38173M1027,US,NASDAQ,Financials,true
GBank Financial Holdings Inc. Common Stock,GBFH,US36166F1003,US,NASDAQ,,true
"Global Indemnity Group, LLC Class A Common Stock",GBLI,US37959R1032,US,NASDAQ,Financials,true
Generations Bancorp NY Inc,GBNY,US37149G1085,US,NASDAQ,,true
Greene County Bancorp Inc,GCBC,US3943571071,US,NASDAQ,,true
GCL Global Holdings Ltd Ordinary Shares,GCL,KYG3777K1031,US,NASDAQ,,true
GCM Grosvenor Inc,GCMG,US36831E1082,US,NASDAQ,Financials,true
GigaCloud Technology Inc Class A Ordinary Shares,GCT,KYG386441037,US,NASDAQ,Consumer Discretionary,true
GlucoTrack Inc,GCTK,US45824Q5071,US,NASDAQ,,true
GD Culture Group Limited,GDC,US19200A2042,US,NASDAQ,,true
GDEV Inc.,GDEV,VGG6529J1003,US,NASDAQ,,true
Golden Heaven Group Holdings Ltd. Ordinary Shares,GDHG,KYG3959D1253,US,NASDAQ,,true
Goodrx Holdings Inc,GDRX,US38246G1085,US,NASDAQ,Healthcare,true
GDS Holdings Ltd,GDS,US36165L1089,US,NASDAQ,,true
Goldenstone Acquisition Ltd,GDST,US38136Y1029,US,NASDAQ,,true
CytoMed Therapeutics Limited Ordinary Shares,GDTC,SGXZ17669631,US,NASDAQ,,true
Grid Dynamics Holdings Inc,GDYN,US39813G1094,US,NASDAQ,Technology,true
Great Elm Capital Corp,GECC,US3903201099,US,NASDAQ,,true
Great Elm Group Inc,GEG,US39037G1094,US,NASDAQ,,true
GE HealthCare Technologies Inc.,GEHC,US36266G1076,US,NASDAQ,Healthcare,true
Gelteq Limited Ordinary Shares,GELS,AU0000218109,US,NASDAQ,,true
"Gemini Space Station, Inc. Class A Common Stock",GEMI,US36866J1051,US,NASDAQ,Financials,true
Gen Digital Inc.,GEN,US6687711084,US,NASDAQ,Technology,true
"Generate Biomedicines, Inc. Common Stock",GENB,US3709201004,US,NASDAQ,Healthcare,true
Genetic Technologies Ltd,GENE,US37185R3075,US,NASDAQ,,true
"GEN Restaurant Group, Inc. Class A Common Stock",GENK,US36870C1045,US,NASDAQ,,true
Gen Digital Inc. Contingent Value Rights,GENVR,US6687711167,US,NASDAQ,,true
Geospace Technologies Corporation,GEOS,US37364X1090,US,NASDAQ,,true
Geron Corporation,GERN,US3741631036,US,NASDAQ,Healthcare,true
Gevo Inc,GEVO,US3743964062,US,NASDAQ,Energy,true
Guardforce AI Co Ltd,GFAI,KYG4236L1124,US,NASDAQ,,true
Globalfoundries Inc,GFS,KYG393871085,US,NASDAQ,Technology,true
Grupo Financiero Galicia SA ADR,GGAL,US3999091008,US,NASDAQ,,true
Gogoro Inc,GGR,KYG9491K1058,US,NASDAQ,,true
"The Glimpse Group, Inc.",GGRP,,US,NASDAQ,,true
Guardant Health Inc,GH,US40131M1099,US,NASDAQ,Healthcare,true
GH Research PLC,GHRS,IE000GID8VI0,US,NASDAQ,,true
Global IBO Group Ltd,GIBO,KYG386171097,US,NASDAQ,,true
"RDE, Inc.",GIFT,US74940T1043,US,NASDAQ,,true
GigCapital7 Corp. Class A Ordinary Share,GIG,KYG386481041,US,NASDAQ,,true
Giga Media Ltd,GIGM,SG9999014831,US,NASDAQ,,true
G-III Apparel Group Ltd,GIII,US36237H1014,US,NASDAQ,Consumer Discretionary,true
Gilead Sciences Inc,GILD,US3755581036,US,NASDAQ,Healthcare,true
Gilat Satellite Networks Ltd,GILT,USM514741182,US,NASDAQ,,true
Generation Income Properties Inc,GIPR,US37149D2045,US,NASDAQ,,true
"Global Interactive Technologies, Inc",GITS,US4112922046,US,NASDAQ,,true
GigCapital9 Corp. Rights,GIXXR,KYG3865B1225,US,NASDAQ,,true
Gladstone Capital Corporation,GLAD,US3765358789,US,NASDAQ,,true
Global-E Online Ltd,GLBE,IL0011741688,US,NASDAQ,Technology,true
Globus Maritime Ltd,GLBS,MHY272651263,US,NASDAQ,,true
Glen Burnie Bancorp,GLBZ,US3774071019,US,NASDAQ,,true
Great Lakes Dredge & Dock,GLDD,US3906071093,US,NASDAQ,,true
Global Engine Group Holding Limited Ordinary Shares,GLE,VGG397111094,US,NASDAQ,,true
"GCI Liberty, Inc. - Series A GCI Group",GLIBA,US36164V3050,US,NASDAQ,,true
"GCI Liberty, Inc.",GLIBK,US36164V3050,US,NASDAQ,Communication Services,true
Galmed Pharmaceuticals Ltd,GLMD,IL0011313900,US,NASDAQ,,true
Greenland Energy Company Common Stock,GLND,US70580B1061,US,NASDAQ,Energy,true
Golar LNG Limited,GLNG,BMG9456A1009,US,NASDAQ,,true
"Gloo Holdings, Inc. Class A Common Stock",GLOO,US3795981055,US,NASDAQ,,true
Gaming & Leisure Properties,GLPI,US36467J1088,US,NASDAQ,Real Estate,true
Greenlight Capital Re Ltd,GLRE,KYG4095J1094,US,NASDAQ,Financials,true
Greenwich Lifesciences Inc,GLSI,US3968791083,US,NASDAQ,,true
Monte Rosa Therapeutics Inc,GLUE,US61225M1027,US,NASDAQ,Healthcare,true
Galaxy Payroll Group Limited Ordinary Shares,GLXG,VGG376921117,US,NASDAQ,,true
Galaxy Digital Holdings Ltd,GLXY,US36317J2096,US,NASDAQ,Financials,true
Genmab AS,GMAB,US3723032062,US,NASDAQ,,true
GMEX ROBOTICS CORPORATION,GMEX,VGG3514S1204,US,NASDAQ,,true
Gaming Technologies Inc. Common Stock,GMGT,US36467P1049,US,NASDAQ,,true
Gamehaus Holdings Inc. Class A Ordinary Shares,GMHS,KYG3731B1086,US,NASDAQ,,true
Global Mofy Metaverse Limited Ordinary Shares,GMM,KYG3937M1143,US,NASDAQ,,true
Greenlane Holdings Inc,GNLN,US3953301039,US,NASDAQ,,true
Genelux Corporation Common Stock,GNLX,US36870H1032,US,NASDAQ,,true
Genprex Inc,GNPX,US3724461047,US,NASDAQ,,true
Genasys Inc,GNSS,US36872P1030,US,NASDAQ,,true
Genenta Science SpA ADR,GNTA,US36870W1009,US,NASDAQ,,true
Gentex Corporation,GNTX,US3719011096,US,NASDAQ,Consumer Discretionary,true
Grocery Outlet Holding Corp,GO,US39874R1014,US,NASDAQ,Consumer Staples,true
Eva Live Inc. Common Stock,GOAI,US2988921001,US,NASDAQ,,true
GoHealth Inc.,GOCO,US38046W1053,US,NASDAQ,,true
"GoHealth, Inc.",GOCOQ,,US,NASDAQ,,true
Gogo Inc,GOGO,US38046C1099,US,NASDAQ,Communication Services,true
Gladstone Commercial Corporation,GOOD,US3765361080,US,NASDAQ,,true
Alphabet Inc Class C,GOOG,US02079K1079,US,NASDAQ,Communication Services,true
Alphabet Inc Class A,GOOGL,US02079K3059,US,NASDAQ,Technology,true
Gossamer Bio Inc,GOSS,US38341P1021,US,NASDAQ,,true
GeoVax Labs Inc,GOVX,US3736786068,US,NASDAQ,,true
GreenPower Motor Company Inc,GP,CA39540E3023,US,NASDAQ,,true
Global Partner Acquisition II Corp,GPAC,KYG3934P1028,US,NASDAQ,,true
Global Partner Acq Corp,GPACU,,US,NASDAQ,,true
GP-Act III Acquisition Corp. Class A Ordinary Share,GPAT,KYG4035N1034,US,NASDAQ,,true
Structure Therapeutics Inc. American Depositary Shares,GPCR,US86366E1064,US,NASDAQ,,true
Green Plains Renewable Energy Inc,GPRE,US3932221043,US,NASDAQ,Energy,true
GoPro Inc,GPRO,US38268T1034,US,NASDAQ,,true
Grab Holdings Ltd,GRAB,KYG4124C1096,US,NASDAQ,Consumer Discretionary,true
Graf Industrial Corp. Warrants (each warrant exercisable for one-half of one share of common stock each at an exercise price of $11.50 per share),GRAF-WT,,US,NASDAQ,,true
"GRAIL, LLC",GRAL,US3847471014,US,NASDAQ,Healthcare,true
Grande Group Limited Class A Ordinary Shares,GRAN,VGG4R53M1034,US,NASDAQ,,true
"Grace Therapeutics, Inc.",GRCE,US00439U1043,US,NASDAQ,,true
Gracell Biotechnologies Inc.,GRCL,US38406L1035,US,NASDAQ,,true
GridAI Technologies Corp.,GRDX,US33749P5070,US,NASDAQ,,true
Greenidge Generation Holdings Inc,GREE,US39531G1004,US,NASDAQ,,true
Grifols SA ADR,GRFS,US3984384087,US,NASDAQ,,true
GRI Bio Inc.,GRI,US3622AW4030,US,NASDAQ,,true
Greenland Mines Ltd,GRML,,US,NASDAQ,,true
GreenPro Capital Corp,GRNQ,US39540F1012,US,NASDAQ,,true
Grom Social Enterprises Inc,GROM,US39878L3087,US,NASDAQ,,true
US Global Investors Inc,GROW,US9029521005,US,NASDAQ,Financials,true
Groupon Inc,GRPN,US3994732069,US,NASDAQ,Consumer Discretionary,true
Gorilla Technology Group Inc.,GRRR,KYG4000K1756,US,NASDAQ,,true
Gravity Co Ltd,GRVY,US38911N2062,US,NASDAQ,,true
GrowGeneration Corp,GRWG,US39986L1098,US,NASDAQ,,true
"Globalstar, Inc. Common Stock",GSAT,US3789735079,US,NASDAQ,Communication Services,true
Great Southern Bancorp Inc,GSBC,US3909051076,US,NASDAQ,,true
Goosehead Insurance Inc,GSHD,US38267D1090,US,NASDAQ,Financials,true
Gesher Acquisition Corp. II,GSHR,KYG3852D1079,US,NASDAQ,,true
Gesher Acquisition Corp. II Units,GSHRU,KYG3852D1236,US,NASDAQ,,true
GSI Technology Inc,GSIT,US36241U1060,US,NASDAQ,Technology,true
Garden Stage Limited Ordinary Shares,GSIW,KYG3730L1077,US,NASDAQ,,true
Ferroglobe PLC,GSM,GB00BYW6GV68,US,NASDAQ,,true
GSR IV Acquisition Corp. Class A ordinary share,GSRF,KYG4R12K1073,US,NASDAQ,,true
Golden Sun Education Group Ltd,GSUN,KYG4013A1076,US,NASDAQ,,true
Goodyear Tire & Rubber Co,GT,US3825501014,US,NASDAQ,Consumer Discretionary,true
GT Biopharma Inc,GTBP,US36254L2097,US,NASDAQ,,true
Greenland Acquisition Corp,GTEC,VGG4095T1075,US,NASDAQ,,true
"Gores Holdings X, Inc. Class A ordinary shares",GTEN,KYG4002F1090,US,NASDAQ,,true
Globa Terra Acquisition Corporation Class A Ordinary Shares,GTERA,KYG3933N1161,US,NASDAQ,,true
Good Times Restaurants Inc,GTIM,US3821408792,US,NASDAQ,,true
Gitlab Inc,GTLB,US37637K1088,US,NASDAQ,Technology,true
ZoomInfo Technologies Inc.,GTM,US98980F1049,US,NASDAQ,Technology,true
Garrett Motion Inc,GTX,US3665051054,US,NASDAQ,,true
"Gulf Resources, Inc. (NV) Common Stock",GURE,US40251W4087,US,NASDAQ,,true
"Fractyl Health, Inc. Common Stock",GUTS,US35168W1036,US,NASDAQ,,true
Visionary Education Technology Holdings Group Inc.,GV,CA92838F2008,US,NASDAQ,,true
Globavend Holdings Limited Ordinary Shares,GVH,KYG3R39B1082,US,NASDAQ,,true
Greenwave Technology Solutions Inc. Common Stock,GWAV,US57630J3041,US,NASDAQ,,true
Global Water Resources Inc,GWRS,US3794631024,US,NASDAQ,,true
Gaxos.ai Inc,GXAI,US62911P3001,US,NASDAQ,,true
Gyre Therapeutics Inc.,GYRE,US4037831033,US,NASDAQ,,true
Gyrodyne Company of America Inc,GYRO,US4038291047,US,NASDAQ,,true
HCM IV Acquisition Corp. Class A Ordinary Share,HACQ,KYG4365S1021,US,NASDAQ,,true
Hanmi Financial Corporation,HAFC,US4104952043,US,NASDAQ,,true
The Hain Celestial Group Inc,HAIN,US4052171000,US,NASDAQ,,true
Halozyme Therapeutics Inc,HALO,US40637H1095,US,NASDAQ,Healthcare,true
Haoxi Health Technology Limited Class A Ordinary Shares,HAO,US18383Q8539,US,NASDAQ,,true
Hasbro Inc,HAS,US4180561072,US,NASDAQ,Consumer Discretionary,true
Harvard Ave Acquisition Corporation Class A Ordinary Share,HAVA,KYG4330A1031,US,NASDAQ,,true
Harvard Ave Acquisition Corporation Rights that convert on a 1/10th of 1 basis to Class A ordinary Shares,HAVAR,KYG4330A1114,US,NASDAQ,,true
Huntington Bancshares Incorporated,HBAN,US4461501045,US,NASDAQ,Financials,true
Huntington Bancshares Incorporated,HBANL,US4461507737,US,NASDAQ,,true
"Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock",HBANZ,US4461507570,US,NASDAQ,,true
Home Bancorp Inc,HBCP,US43689E1073,US,NASDAQ,,true
Harvard Bioscience Inc,HBIO,US4169061052,US,NASDAQ,,true
Hotel101 Global Holdings Corp. Class A Ordinary Shares,HBNB,KYG461271093,US,NASDAQ,,true
Horizon Bancorp,HBNC,US4404071049,US,NASDAQ,Financials,true
Hbt Financial Inc,HBT,US4041111067,US,NASDAQ,,true
Hall Chadwick Acquisition Corp Rights,HCACR,KYG423861130,US,NASDAQ,,true
Huachen AI Parking Management Technology Holding Co Ltd,HCAI,KYG4645R1149,US,NASDAQ,,true
Health Catalyst Inc,HCAT,US42225T1079,US,NASDAQ,Healthcare,true
Happy City Holdings Limited Class A Ordinary shares,HCHL,VGG4337R1091,US,NASDAQ,,true
Hennessy Capital Investment Corp. VIII Share Rights,HCICR,KYG440551201,US,NASDAQ,,true
The Hackett Group Inc,HCKT,US4046091090,US,NASDAQ,,true
HUTCHMED  DRC,HCM,US44842L1035,US,NASDAQ,,true
HCM III Acquisition Corp.,HCMA,,US,NASDAQ,,true
HCM III Acquisition Corp. Units,HCMAU,KYG4365A1195,US,NASDAQ,,true
Healthcare Services Group Inc,HCSG,US4219061086,US,NASDAQ,Industrials,true
Healthcare Triangle Inc,HCTI,US42227W1080,US,NASDAQ,,true
HCW Biologics Inc,HCWB,US40423R2040,US,NASDAQ,,true
SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,HDL,US86803S1069,US,NASDAQ,,true
HDRN,HDRN,US40500A1088,US,NASDAQ,,true
Hudson Technologies Inc,HDSN,US4441441098,US,NASDAQ,Materials,true
Helen of Troy Ltd,HELE,BMG4388N1065,US,NASDAQ,,true
Cybin Inc. Common Stock,HELP,CA23256X4075,US,NASDAQ,,true
Hepion Pharmaceuticals Inc,HEPA,US4268971045,US,NASDAQ,,true
D-MARKET Electronic Services & Trading ADR,HEPS,US23292B1044,US,NASDAQ,,true
Here Group Limited,HERE,US74767N1072,US,NASDAQ,,true
Home Federal Bancorp Louisiana,HFBL,US43708L1089,US,NASDAQ,,true
Hf Foods Group Inc,HFFG,US40417F1093,US,NASDAQ,,true
Heritage Financial Corporation,HFWA,US42722X1063,US,NASDAQ,,true
Global Gas Corporation,HGAS,US37892P1075,US,NASDAQ,,true
Heritage Global Inc,HGBL,US42727E1038,US,NASDAQ,,true
Harte Hanks Inc,HHS,US4161962026,US,NASDAQ,,true
Hingham Institution for Savings,HIFS,US4333231029,US,NASDAQ,,true
Highway Holdings Limited,HIHO,VGG4481U1066,US,NASDAQ,,true
Himax Technologies Inc,HIMX,US43289P1066,US,NASDAQ,,true
"Vyome Holdings, Inc.",HIND,US92943X1046,US,NASDAQ,,true
"Health In Tech, Inc. Class A Common Stock",HIT,US42217D1028,US,NASDAQ,,true
High Tide Inc,HITI,CA42981E4013,US,NASDAQ,,true
HIVE Digital Technologies Ltd,HIVE,CA4339211035,US,NASDAQ,,true
Hitek Global Inc.,HKIT,KYG451391059,US,NASDAQ,,true
Hong Kong Pharma Digital Technology Holdings Limited Ordinary shares,HKPD,KYG6365B1041,US,NASDAQ,,true
Harmonic Inc,HLIT,US4131601027,US,NASDAQ,Technology,true
Hillman Solutions Corp,HLMN,US4316361090,US,NASDAQ,Industrials,true
Hamilton Lane Inc,HLNE,US4074971064,US,NASDAQ,Financials,true
Hongli Group Inc. Ordinary Shares,HLP,KYG4594M1087,US,NASDAQ,,true
Cue Health Inc.,HLTHQ,US2297901009,US,NASDAQ,,true
Helix Acquisition Corp. III Class A Ordinary Shares,HLXC,KYG4444S1075,US,NASDAQ,,true
HMH Holding Inc. Class A Common Stock,HMH,US40445M1009,US,NASDAQ,,true
Heidmar Maritime Holdings Corp. Common Stock,HMR,MHY3130D1013,US,NASDAQ,,true
Hennessy Ad,HNNA,US4258851009,US,NASDAQ,,true
